Origin;Transport Mode;Indicator;Footnoote;Missing value notes;Value
Kyrgyzstan;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.529
Latvia;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.008
Lebanon;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Lebanon;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.073
Lebanon;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.039
Liberia;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Liberia;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.12
Liberia;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.052
Liberia;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.301
Libya;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Lithuania;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.003
Luxembourg;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.035
Luxembourg;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.042
Luxembourg;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.002
Madagascar;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.021
Maldives;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.221
Maldives;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.108
Maldives;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Malta;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.003
Malta;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Mauritania;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.014
Mauritania;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Mauritania;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.006
Mexico;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.319
Micronesia (Federated States of);Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.279
Mongolia;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.782
Mongolia;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Montenegro;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Morocco;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.272
Morocco;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.01
Mozambique;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Myanmar;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.016
Myanmar;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.362
Myanmar;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.006
Namibia;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.072
New Caledonia;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.045
New Caledonia;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.045
New Zealand;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Niger;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.029
Niger;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.162
Niger;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.105
Nigeria;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.007
Nigeria;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.004
Nigeria;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.004
North Macedonia;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.288
Northern Mariana Islands;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Norway;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Norway;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.089
Norway;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Oman;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.014
Oman;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.458
Oman;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Pakistan;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Pakistan;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.003
Palau;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;2.143
Palau;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Papua New Guinea;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Paraguay;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.008
Peru;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Peru;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.009
Pitcairn;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Poland;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Portugal;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.033
Qatar;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Qatar;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.024
Qatar;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.635
Romania;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Russian Federation;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.411
Rwanda;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.002
Saint Lucia;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.363
Saint Lucia;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Saint Pierre and Miquelon;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
San Marino;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.025
San Marino;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.013
San Marino;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.006
Sao Tome and Principe;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;1.203
Senegal;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.567
Senegal;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.924
Seychelles;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.012
Seychelles;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Sierra Leone;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.002
Singapore;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.01
Singapore;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.032
Sint Maarten (Dutch part);Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Slovakia;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.022
Somalia;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
South Africa;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
South Sudan;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.26
South Sudan;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.028
South Sudan;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Spain;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Sri Lanka;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Sri Lanka;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.002
State of Palestine;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.165
Sudan;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;1.38
Sweden;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.373
Sweden;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.003
Syrian Arab Republic;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.035
Syrian Arab Republic;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.033
Syrian Arab Republic;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Tajikistan;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;1.425
Tajikistan;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Tanzania, United Republic of;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.04
Tanzania, United Republic of;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.012
Tanzania, United Republic of;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.016
Thailand;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.016
Timor-Leste;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.039
Togo;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.473
Togo;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.002
Togo;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.331
Togo;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.003
Togo;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.0
Togo;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Trinidad and Tobago;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Tunisia;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.535
Turkiye;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.092
Turkiye;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Turkiye;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.741
Turkiye;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.136
Turkiye;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.005
Turkmenistan;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.001
Turks and Caicos Islands;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;1.282
Uganda;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.483
Uganda;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.121
Ukraine;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.001
United Arab Emirates;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.053
United Arab Emirates;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
United Kingdom;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
United States of America;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.023
Uruguay;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.01
Uruguay;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.092
Uzbekistan;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.055
Vanuatu;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Venezuela (Bolivarian Rep. of);Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Viet Nam;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.031
Viet Nam;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.03
Western Sahara;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.066
Western Sahara;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;1.631
Yemen;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.034
Yemen;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.06
Yemen;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Zimbabwe;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.017
Zimbabwe;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Zimbabwe;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.006
World;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.017
World;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.015
World;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.009
Africa;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.019
Africa;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.02
Northern Africa;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.139
Northern Africa;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.018
Northern Africa;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Sub-Saharan Africa;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.016
Sub-Saharan Africa;Non-identified mode;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Eastern Africa;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.072
Eastern Africa;Non-identified mode;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Eastern Africa;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.069
Eastern Africa;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.008
Eastern Africa;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.01
Middle Africa;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.016
Middle Africa;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Southern Africa;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Southern Africa;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.002
Western Africa;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.812
Western Africa;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Americas;Non-identified mode;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Americas;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Latin America and the Caribbean;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.004
Caribbean;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.004
Caribbean;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
Central America;Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Central America;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.315
Central America;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.034
Central America;Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
South America;Non-identified mode;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
Asia;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.295
Central Asia;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.036
Central Asia;Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.313
